SEQN,sex,age_year,race,education,marital_status,income_pov_rat
111413.0,M,34.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
111414.0,F,13.0,Non-Hispanic Black,,,
111415.0,M,5.0,Non-Hispanic Black,,,1.03
111417.0,F,80.0,Non-Hispanic Black,Less than 9th grade,Widowed/Divorced/Separated,1.6
111418.0,F,19.0,Other Hispanic,,,0.41
111420.0,M,42.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,5.397605346934028e-79
111421.0,M,8.0,Non-Hispanic Black,,,0.3
111424.0,M,61.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,0.98
111425.0,M,36.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.12
111426.0,M,28.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,3.25
111427.0,M,54.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.12
111428.0,M,44.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
111429.0,M,29.0,Non-Hispanic White,College graduate or above,Never married,1.48
111430.0,F,28.0,Non-Hispanic White,College graduate or above,Never married,3.69
111431.0,F,40.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
111433.0,M,51.0,Mexican American,9-11th grade,Never married,0.41
111434.0,F,66.0,Other Hispanic,Less than 9th grade,Widowed/Divorced/Separated,0.9
111435.0,F,11.0,Mexican American,,,0.49
111436.0,F,44.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.78
111438.0,F,17.0,Non-Hispanic Asian,,,2.94
111439.0,M,80.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,2.07
111440.0,F,48.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
111441.0,M,64.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
111442.0,M,79.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.17
111443.0,M,60.0,Mexican American,Some college or AA degree,Never married,4.23
111444.0,F,68.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
111448.0,M,62.0,Mexican American,Less than 9th grade,Married/Living with Partner,
111449.0,M,59.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.1
111450.0,M,7.0,Non-Hispanic Black,,,3.34
111451.0,F,11.0,Non-Hispanic White,,,1.14
111452.0,M,62.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,2.2
111453.0,M,26.0,Mexican American,High school graduate/GED or equivalent,Never married,3.16
111454.0,F,23.0,Non-Hispanic White,College graduate or above,Never married,5.0
111455.0,M,62.0,Mexican American,Less than 9th grade,Married/Living with Partner,2.43
111456.0,M,35.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,1.1
111457.0,M,2.0,Other Race - Including Multi-Racial,,,1.05
111458.0,F,8.0,Non-Hispanic White,,,5.0
111459.0,M,54.0,Non-Hispanic White,Less than 9th grade,Married/Living with Partner,1.1
111461.0,F,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,
111462.0,F,2.0,Non-Hispanic White,,,5.0
111463.0,M,63.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.42
111464.0,F,8.0,Non-Hispanic Black,,,1.01
111465.0,F,19.0,Non-Hispanic Asian,,,5.0
111466.0,F,7.0,Non-Hispanic Black,,,0.73
111467.0,M,6.0,Non-Hispanic White,,,
111468.0,F,3.0,Other Hispanic,,,0.56
111471.0,M,24.0,Other Hispanic,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.3
111472.0,M,7.0,Mexican American,,,5.0
111475.0,F,5.0,Non-Hispanic Asian,,,3.46
111476.0,F,47.0,Non-Hispanic Black,9-11th grade,Never married,
111477.0,F,16.0,Non-Hispanic Black,,,1.82
111478.0,F,16.0,Non-Hispanic Black,,,0.51
111479.0,M,43.0,Mexican American,Less than 9th grade,Married/Living with Partner,
111485.0,F,15.0,Mexican American,,,1.22
111487.0,F,80.0,Non-Hispanic Black,9-11th grade,Never married,1.1
111488.0,M,21.0,Non-Hispanic Black,Some college or AA degree,Never married,1.61
111489.0,F,35.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.71
111491.0,F,58.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
111492.0,F,42.0,Mexican American,High school graduate/GED or equivalent,Never married,0.04
111493.0,F,74.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.59
111494.0,M,58.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,0.61
111497.0,F,36.0,Non-Hispanic Black,College graduate or above,Never married,0.88
111500.0,F,53.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,0.86
111501.0,M,56.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
111502.0,F,64.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.6
111503.0,M,46.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.44
111504.0,F,32.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.79
111505.0,F,33.0,Other Hispanic,High school graduate/GED or equivalent,Never married,4.22
111506.0,M,5.0,Non-Hispanic White,,,3.67
111507.0,M,58.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
111508.0,F,48.0,Non-Hispanic Black,Some college or AA degree,Never married,
111509.0,F,16.0,Non-Hispanic Asian,,,0.64
111510.0,M,39.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,4.22
111511.0,M,32.0,Other Hispanic,9-11th grade,Married/Living with Partner,
111512.0,M,39.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.79
111513.0,M,66.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,
111514.0,F,64.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
111515.0,M,5.0,Non-Hispanic Black,,,0.08
111516.0,M,61.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,4.93
111517.0,F,3.0,Mexican American,,,
111518.0,F,3.0,Non-Hispanic White,,,0.85
111519.0,F,32.0,Other Hispanic,9-11th grade,Widowed/Divorced/Separated,0.35
111520.0,F,58.0,Mexican American,Less than 9th grade,Married/Living with Partner,
111521.0,F,12.0,Mexican American,,,1.41
111522.0,F,50.0,Mexican American,9-11th grade,Widowed/Divorced/Separated,1.88
111523.0,F,59.0,Mexican American,Less than 9th grade,Never married,5.397605346934028e-79
111525.0,M,61.0,Mexican American,Some college or AA degree,Married/Living with Partner,5.0
111527.0,F,10.0,Mexican American,,,0.64
111528.0,M,36.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,1.76
111529.0,M,12.0,Non-Hispanic Black,,,0.96
111530.0,M,16.0,Non-Hispanic Black,,,0.6
111532.0,M,7.0,Non-Hispanic White,,,5.0
111533.0,F,25.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.91
111534.0,F,32.0,Other Hispanic,High school graduate/GED or equivalent,Never married,0.87
111535.0,F,64.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,
111536.0,M,26.0,Non-Hispanic Asian,College graduate or above,Never married,5.0
111537.0,M,19.0,Non-Hispanic White,,,1.18
111538.0,M,4.0,Non-Hispanic White,,,2.91
111539.0,F,9.0,Non-Hispanic White,,,
111541.0,F,27.0,Non-Hispanic Asian,College graduate or above,Never married,4.81
111542.0,M,53.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
111543.0,F,30.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.89
111546.0,M,58.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.86
111547.0,M,15.0,Mexican American,,,1.36
111549.0,F,18.0,Non-Hispanic Black,,,1.33
111550.0,F,76.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
111551.0,F,39.0,Mexican American,Less than 9th grade,Married/Living with Partner,1.01
111552.0,F,8.0,Non-Hispanic Black,,,2.72
111554.0,M,79.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,3.73
111556.0,F,52.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.66
111557.0,F,48.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
111558.0,M,80.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,5.0
111560.0,F,72.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,4.0
111561.0,F,28.0,Other Race - Including Multi-Racial,College graduate or above,Married/Living with Partner,1.2
111563.0,M,43.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,5.0
111564.0,M,61.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.08
111568.0,M,6.0,Non-Hispanic Black,,,1.15
111570.0,F,10.0,Non-Hispanic White,,,1.83
111571.0,F,64.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.91
111572.0,F,26.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.86
111573.0,F,2.0,Non-Hispanic White,,,2.39
111574.0,M,71.0,Mexican American,College graduate or above,Married/Living with Partner,5.0
111575.0,F,37.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.58
111577.0,M,53.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.41
111578.0,F,11.0,Other Hispanic,,,1.88
111579.0,M,80.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,3.54
111581.0,M,15.0,Non-Hispanic White,,,5.0
111583.0,M,8.0,Non-Hispanic Black,,,0.6
111584.0,M,3.0,Other Race - Including Multi-Racial,,,2.99
111585.0,M,38.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,1.67
111586.0,F,55.0,Other Race - Including Multi-Racial,College graduate or above,Never married,3.95
111587.0,M,46.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,2.8
111588.0,M,49.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
111589.0,F,33.0,Mexican American,High school graduate/GED or equivalent,Never married,0.58
111590.0,F,40.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.49
111591.0,M,11.0,Non-Hispanic White,,,1.21
111592.0,M,12.0,Non-Hispanic White,,,2.08
111593.0,M,19.0,Non-Hispanic Black,,,0.83
111594.0,F,10.0,Other Hispanic,,,0.48
111595.0,M,43.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
111597.0,F,9.0,Mexican American,,,1.66
111598.0,M,36.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.88
111599.0,F,53.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.33
111600.0,M,7.0,Non-Hispanic White,,,1.87
111601.0,M,7.0,Non-Hispanic White,,,0.99
111602.0,M,79.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.93
111603.0,F,2.0,Non-Hispanic White,,,0.76
111604.0,F,62.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.04
111605.0,M,25.0,Non-Hispanic Asian,College graduate or above,Never married,5.0
111606.0,F,11.0,Non-Hispanic White,,,5.0
111608.0,F,34.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
111609.0,M,43.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,
111610.0,M,63.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.75
111611.0,F,3.0,Non-Hispanic White,,,5.0
111613.0,F,40.0,Non-Hispanic Black,Some college or AA degree,Never married,2.97
111614.0,F,58.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,
111616.0,F,63.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
111617.0,M,55.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,1.64
111618.0,M,48.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,
111619.0,F,3.0,Non-Hispanic Black,,,2.69
111620.0,M,19.0,Non-Hispanic Asian,,,0.17
111621.0,M,60.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,3.19
111622.0,F,13.0,Non-Hispanic White,,,5.0
111624.0,F,2.0,Other Race - Including Multi-Racial,,,2.48
111625.0,M,80.0,Other Race - Including Multi-Racial,9-11th grade,Married/Living with Partner,2.37
111626.0,F,3.0,Non-Hispanic Black,,,2.33
111627.0,M,17.0,Other Race - Including Multi-Racial,,,1.3
111629.0,M,57.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,
111630.0,F,17.0,Non-Hispanic White,,,1.8
111631.0,M,71.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.83
111632.0,M,50.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
111633.0,F,42.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,0.58
111635.0,M,64.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,3.0
111636.0,M,12.0,Other Race - Including Multi-Racial,,,0.92
111638.0,M,33.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
111639.0,M,71.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.56
111640.0,M,51.0,Other Hispanic,Less than 9th grade,Never married,
111641.0,F,74.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
111642.0,M,80.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.99
111643.0,M,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,3.43
111645.0,F,49.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,0.64
111646.0,F,30.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
111647.0,M,80.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,1.24
111648.0,F,13.0,Non-Hispanic White,,,5.0
111649.0,M,74.0,Mexican American,Less than 9th grade,Married/Living with Partner,0.57
111650.0,F,32.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
111651.0,F,39.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,
111652.0,F,23.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,0.38
111653.0,F,10.0,Non-Hispanic White,,,2.79
111654.0,M,16.0,Non-Hispanic White,,,3.18
111655.0,F,55.0,Mexican American,9-11th grade,Widowed/Divorced/Separated,0.67
111656.0,F,78.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.02
111658.0,F,50.0,Other Hispanic,College graduate or above,Widowed/Divorced/Separated,4.74
111659.0,M,32.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
111660.0,F,58.0,Mexican American,College graduate or above,Married/Living with Partner,
111661.0,M,6.0,Non-Hispanic White,,,4.51
111664.0,M,60.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,
111665.0,M,16.0,Mexican American,,,0.7
111666.0,F,41.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.22
111667.0,F,38.0,Non-Hispanic White,Some college or AA degree,Never married,3.52
111668.0,M,52.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.93
111669.0,M,45.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,0.36
111670.0,F,48.0,Non-Hispanic Black,Some college or AA degree,Never married,1.54
111671.0,M,39.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,0.84
111673.0,F,25.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
111675.0,F,35.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.03
111676.0,F,24.0,Non-Hispanic Black,College graduate or above,Never married,1.04
111678.0,M,77.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.52
111679.0,F,49.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,3.31
111680.0,F,11.0,Mexican American,,,
111681.0,F,15.0,Mexican American,,,4.66
111682.0,F,59.0,Mexican American,9-11th grade,Married/Living with Partner,5.0
111683.0,F,20.0,Other Hispanic,Some college or AA degree,Never married,0.45
111684.0,F,15.0,Non-Hispanic White,,,4.81
111686.0,F,14.0,Non-Hispanic White,,,0.59
111688.0,F,36.0,Non-Hispanic Black,Some college or AA degree,Never married,1.3
111689.0,F,14.0,Non-Hispanic Black,,,0.32
111690.0,F,7.0,Non-Hispanic Black,,,
111692.0,F,38.0,Other Hispanic,9-11th grade,Married/Living with Partner,2.29
111693.0,F,26.0,Other Race - Including Multi-Racial,College graduate or above,Married/Living with Partner,5.0
111694.0,F,14.0,Other Race - Including Multi-Racial,,,0.58
111695.0,F,30.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,1.41
111698.0,F,65.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.67
111699.0,M,3.0,Non-Hispanic Asian,,,5.0
111700.0,F,46.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
111701.0,M,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,
111703.0,M,48.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
111704.0,F,52.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.08
111705.0,F,54.0,Mexican American,High school graduate/GED or equivalent,Never married,2.25
111707.0,M,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.84
111708.0,F,44.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.66
111710.0,F,22.0,Non-Hispanic Black,Some college or AA degree,Never married,5.0
